Record Date,Security Type Description,Security Class Description,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2009-09-30","Nonmarketable","State and Local Government Series","216488.00","0.00","216488.00","10","2009","4","2009","3","09","30"
"2009-09-30","Total Nonmarketable","_","563924.00","4336172.00","4900096.00","15","2009","4","2009","3","09","30"
"2009-09-30","Marketable","Bills","1986173.00","6334.00","1992508.00","1","2009","4","2009","3","09","30"
"2009-09-30","Nonmarketable","Foreign Series","4886.00","0.00","4886.00","8","2009","4","2009","3","09","30"
"2009-09-30","Marketable","Notes","3772964.00","803.00","3773767.00","2","2009","4","2009","3","09","30"
"2009-09-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2009","4","2009","3","09","30"
"2009-09-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2009","4","2009","3","09","30"
"2009-10-31","Total Nonmarketable","_","562957.00","4382501.00","4945458.00","15","2010","1","2009","4","10","31"
"2009-10-31","Marketable","Bills","1852331.00","6176.00","1858507.00","1","2010","1","2009","4","10","31"
"2009-10-31","Nonmarketable","Other","1492.00","0.00","1492.00","14","2010","1","2009","4","10","31"
"2009-10-31","Nonmarketable","United States Savings Securities","192172.00","0.00","192172.00","11","2010","1","2009","4","10","31"
"2009-10-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","1","2009","4","10","31"
"2009-10-31","Total Marketable","_","6924930.00","22703.00","6947633.00","6","2010","1","2009","4","10","31"
"2009-10-31","Nonmarketable","State and Local Government Series","215785.00","0.00","215785.00","10","2010","1","2009","4","10","31"
"2009-10-31","Nonmarketable","Hope Bonds","0.00","492.00","492.00","13","2010","1","2009","4","10","31"
"2009-10-31","Marketable","Federal Financing Bank","0.00","11921.00","11921.00","5","2010","1","2009","4","10","31"
"2009-10-31","Total Public Debt Outstanding","_","7487887.00","4405204.00","11893091.00","16","2010","1","2009","4","10","31"
"2009-10-31","Nonmarketable","Foreign Series","4386.00","0.00","4386.00","8","2010","1","2009","4","10","31"
"2009-10-31","Nonmarketable","Government Account Series","119127.00","4382008.00","4501135.00","12","2010","1","2009","4","10","31"
"2009-10-31","Marketable","Treasury Inflation-Protected Securities","566786.00","308.00","567094.00","4","2010","1","2009","4","10","31"
"2009-10-31","Marketable","Bonds","689021.00","2867.00","691888.00","3","2010","1","2009","4","10","31"
"2009-10-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","1","2009","4","10","31"
"2009-10-31","Marketable","Notes","3816792.00","1432.00","3818224.00","2","2010","1","2009","4","10","31"
"2009-11-30","Marketable","Bills","1844698.00","5802.00","1850499.00","1","2010","1","2009","4","11","30"
"2009-11-30","Marketable","Bonds","701634.00","3228.00","704862.00","3","2010","1","2009","4","11","30"
"2009-11-30","Total Public Debt Outstanding","_","7712387.00","4400660.00","12113048.00","16","2010","1","2009","4","11","30"
"2009-11-30","Marketable","Treasury Inflation-Protected Securities","567285.00","230.00","567515.00","4","2010","1","2009","4","11","30"
"2009-11-30","Nonmarketable","Foreign Series","4386.00","0.00","4386.00","8","2010","1","2009","4","11","30"
"2009-11-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","1","2009","4","11","30"
"2009-11-30","Marketable","Notes","4038278.00","1498.00","4039776.00","2","2010","1","2009","4","11","30"
"2009-11-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","1","2009","4","11","30"
"2009-11-30","Nonmarketable","Government Account Series","119919.00","4377489.00","4497408.00","12","2010","1","2009","4","11","30"
"2009-11-30","Total Nonmarketable","_","560493.00","4377982.00","4938475.00","15","2010","1","2009","4","11","30"
"2009-11-30","Nonmarketable","State and Local Government Series","212891.00","0.00","212891.00","10","2010","1","2009","4","11","30"
"2009-11-30","Total Marketable","_","7151894.00","22679.00","7174573.00","6","2010","1","2009","4","11","30"
"2009-11-30","Nonmarketable","Other","1501.00","0.00","1501.00","14","2010","1","2009","4","11","30"
"2009-11-30","Nonmarketable","United States Savings Securities","191799.00","0.00","191799.00","11","2010","1","2009","4","11","30"
"2009-11-30","Marketable","Federal Financing Bank","0.00","11921.00","11921.00","5","2010","1","2009","4","11","30"
"2009-11-30","Nonmarketable","Hope Bonds","0.00","492.00","492.00","13","2010","1","2009","4","11","30"
"2009-12-31","Nonmarketable","Foreign Series","4386.00","0.00","4386.00","8","2010","1","2009","4","12","31"
"2009-12-31","Total Public Debt Outstanding","_","7811009.00","4500341.00","12311350.00","16","2010","1","2009","4","12","31"
"2009-12-31","Marketable","Bonds","714672.00","3259.00","717931.00","3","2010","1","2009","4","12","31"
"2009-12-31","Marketable","Federal Financing Bank","0.00","11921.00","11921.00","5","2010","1","2009","4","12","31"
"2009-12-31","Marketable","Notes","4179412.00","1696.00","4181108.00","2","2010","1","2009","4","12","31"
"2009-12-31","Marketable","Treasury Inflation-Protected Securities","567851.00","205.00","568055.00","4","2010","1","2009","4","12","31"
"2009-12-31","Total Nonmarketable","_","561161.00","4477693.00","5038853.00","15","2010","1","2009","4","12","31"
"2009-12-31","Nonmarketable","Hope Bonds","0.00","492.00","492.00","13","2010","1","2009","4","12","31"
"2009-12-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","1","2009","4","12","31"
"2009-12-31","Marketable","Bills","1787913.00","5567.00","1793480.00","1","2010","1","2009","4","12","31"
"2009-12-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","1","2009","4","12","31"
"2009-12-31","Nonmarketable","Government Account Series","119932.00","4477200.00","4597132.00","12","2010","1","2009","4","12","31"
"2009-12-31","Nonmarketable","State and Local Government Series","214138.00","0.00","214138.00","10","2010","1","2009","4","12","31"
"2009-12-31","Total Marketable","_","7249848.00","22648.00","7272496.00","6","2010","1","2009","4","12","31"
"2009-12-31","Nonmarketable","United States Savings Securities","191298.00","0.00","191298.00","11","2010","1","2009","4","12","31"
"2009-12-31","Nonmarketable","Other","1411.00","0.00","1411.00","14","2010","1","2009","4","12","31"
"2010-01-31","Total Public Debt Outstanding","_","7759490.00","4519146.00","12278636.00","16","2010","2","2010","1","01","31"
"2010-01-31","Nonmarketable","Hope Bonds","0.00","492.00","492.00","13","2010","2","2010","1","01","31"
"2010-01-31","Nonmarketable","Foreign Series","5386.00","0.00","5386.00","8","2010","2","2010","1","01","31"
"2010-01-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","2","2010","1","01","31"
"2010-01-31","Nonmarketable","Government Account Series","120792.00","4495402.00","4616193.00","12","2010","2","2010","1","01","31"
"2010-01-31","Marketable","Federal Financing Bank","0.00","11921.00","11921.00","5","2010","2","2010","1","01","31"
"2010-01-31","Marketable","Treasury Inflation-Protected Securities","564070.00","201.00","564271.00","4","2010","2","2010","1","01","31"
"2010-01-31","Total Marketable","_","7203299.00","23252.00","7226551.00","6","2010","2","2010","1","01","31"
"2010-01-31","Nonmarketable","State and Local Government Series","207658.00","0.00","207658.00","10","2010","2","2010","1","01","31"
"2010-01-31","Marketable","Bonds","727749.00","3687.00","731436.00","3","2010","2","2010","1","01","31"
"2010-01-31","Nonmarketable","United States Savings Securities","190901.00","0.00","190901.00","11","2010","2","2010","1","01","31"
"2010-01-31","Marketable","Bills","1683757.00","5695.00","1689453.00","1","2010","2","2010","1","01","31"
"2010-01-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","2","2010","1","01","31"
"2010-01-31","Total Nonmarketable","_","556191.00","4495894.00","5052085.00","15","2010","2","2010","1","01","31"
"2010-01-31","Marketable","Notes","4227723.00","1747.00","4229470.00","2","2010","2","2010","1","01","31"
"2010-01-31","Nonmarketable","Other","1458.00","0.00","1458.00","14","2010","2","2010","1","01","31"
"2010-02-28","Nonmarketable","Foreign Series","5386.00","0.00","5386.00","8","2010","2","2010","1","02","28"
"2010-02-28","Nonmarketable","Hope Bonds","0.00","492.00","492.00","13","2010","2","2010","1","02","28"
"2010-02-28","Marketable","Notes","4335457.00","1880.00","4337337.00","2","2010","2","2010","1","02","28"
"2010-02-28","Nonmarketable","United States Savings Securities","190661.00","0.00","190661.00","11","2010","2","2010","1","02","28"
"2010-02-28","Total Public Debt Outstanding","_","7936671.00","4503397.00","12440068.00","16","2010","2","2010","1","02","28"
"2010-02-28","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","2","2010","1","02","28"
"2010-02-28","Total Nonmarketable","_","553492.00","4480194.00","5033687.00","15","2010","2","2010","1","02","28"
"2010-02-28","Total Marketable","_","7383179.00","23203.00","7406381.00","6","2010","2","2010","1","02","28"
"2010-02-28","Marketable","Treasury Inflation-Protected Securities","571228.00","207.00","571435.00","4","2010","2","2010","1","02","28"
"2010-02-28","Nonmarketable","Other","1181.00","0.00","1181.00","14","2010","2","2010","1","02","28"
"2010-02-28","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","2","2010","1","02","28"
"2010-02-28","Nonmarketable","Government Account Series","122135.00","4479702.00","4601837.00","12","2010","2","2010","1","02","28"
"2010-02-28","Marketable","Bonds","745400.00","3833.00","749232.00","3","2010","2","2010","1","02","28"
"2010-02-28","Nonmarketable","State and Local Government Series","204133.00","0.00","204133.00","10","2010","2","2010","1","02","28"
"2010-02-28","Marketable","Bills","1731093.00","5362.00","1736455.00","1","2010","2","2010","1","02","28"
"2010-02-28","Marketable","Federal Financing Bank","0.00","11921.00","11921.00","5","2010","2","2010","1","02","28"
"2010-03-31","Nonmarketable","United States Savings Securities","190293.00","0.00","190293.00","11","2010","2","2010","1","03","31"
"2010-03-31","Marketable","Treasury Inflation-Protected Securities","572994.00","205.00","573199.00","4","2010","2","2010","1","03","31"
"2010-03-31","Marketable","Bills","1838020.00","5458.00","1843478.00","1","2010","2","2010","1","03","31"
"2010-03-31","Marketable","Notes","4563766.00","2291.00","4566057.00","2","2010","2","2010","1","03","31"
"2010-03-31","Marketable","Bonds","758781.00","3605.00","762386.00","3","2010","2","2010","1","03","31"
"2010-03-31","Nonmarketable","Hope Bonds","0.00","492.00","492.00","13","2010","2","2010","1","03","31"
"2010-03-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","2","2010","1","03","31"
"2010-03-31","Nonmarketable","Foreign Series","4886.00","0.00","4886.00","8","2010","2","2010","1","03","31"
"2010-03-31","Total Marketable","_","7733561.00","23481.00","7757041.00","6","2010","2","2010","1","03","31"
"2010-03-31","Nonmarketable","State and Local Government Series","208494.00","0.00","208494.00","10","2010","2","2010","1","03","31"
"2010-03-31","Total Public Debt Outstanding","_","8290069.00","4483054.00","12773123.00","16","2010","2","2010","1","03","31"
"2010-03-31","Nonmarketable","Government Account Series","121558.00","4459081.00","4580640.00","12","2010","2","2010","1","03","31"
"2010-03-31","Marketable","Federal Financing Bank","0.00","11921.00","11921.00","5","2010","2","2010","1","03","31"
"2010-03-31","Total Nonmarketable","_","556508.00","4459574.00","5016082.00","15","2010","2","2010","1","03","31"
"2010-03-31","Nonmarketable","Other","1281.00","0.00","1281.00","14","2010","2","2010","1","03","31"
"2010-03-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","2","2010","1","03","31"
"2010-04-30","Nonmarketable","State and Local Government Series","209445.00","0.00","209445.00","10","2010","3","2010","2","04","30"
"2010-04-30","Total Marketable","_","7877563.00","23715.00","7901278.00","6","2010","3","2010","2","04","30"
"2010-04-30","Total Public Debt Outstanding","_","8434435.00","4514304.00","12948739.00","16","2010","3","2010","2","04","30"
"2010-04-30","Marketable","Treasury Inflation-Protected Securities","561058.00","149.00","561207.00","4","2010","3","2010","2","04","30"
"2010-04-30","Nonmarketable","Hope Bonds","0.00","492.00","492.00","13","2010","3","2010","2","04","30"
"2010-04-30","Marketable","Federal Financing Bank","0.00","11921.00","11921.00","5","2010","3","2010","2","04","30"
"2010-04-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","3","2010","2","04","30"
"2010-04-30","Marketable","Bills","1842292.00","5237.00","1847530.00","1","2010","3","2010","2","04","30"
"2010-04-30","Nonmarketable","Government Account Series","121626.00","4490096.00","4611722.00","12","2010","3","2010","2","04","30"
"2010-04-30","Nonmarketable","United States Savings Securities","190063.00","0.00","190063.00","11","2010","3","2010","2","04","30"
"2010-04-30","Nonmarketable","Other","1256.00","0.00","1256.00","14","2010","3","2010","2","04","30"
"2010-04-30","Nonmarketable","Foreign Series","4486.00","0.00","4486.00","8","2010","3","2010","2","04","30"
"2010-04-30","Marketable","Notes","4701670.00","2613.00","4704283.00","2","2010","3","2010","2","04","30"
"2010-04-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","3","2010","2","04","30"
"2010-04-30","Marketable","Bonds","772542.00","3796.00","776337.00","3","2010","3","2010","2","04","30"
"2010-04-30","Total Nonmarketable","_","556872.00","4490589.00","5047461.00","15","2010","3","2010","2","04","30"
"2010-05-31","Nonmarketable","Foreign Series","4436.00","0.00","4436.00","8","2010","3","2010","2","05","31"
"2010-05-31","Total Marketable","_","7934448.00","23942.00","7958389.00","6","2010","3","2010","2","05","31"
"2010-05-31","Nonmarketable","Government Account Series","125057.00","4473685.00","4598742.00","12","2010","3","2010","2","05","31"
"2010-05-31","Nonmarketable","United States Savings Securities","189855.00","0.00","189855.00","11","2010","3","2010","2","05","31"
"2010-05-31","Total Nonmarketable","_","559972.00","4474178.00","5034150.00","15","2010","3","2010","2","05","31"
"2010-05-31","Nonmarketable","Other","1298.00","0.00","1298.00","14","2010","3","2010","2","05","31"
"2010-05-31","Nonmarketable","State and Local Government Series","209330.00","0.00","209330.00","10","2010","3","2010","2","05","31"
"2010-05-31","Marketable","Bills","1850311.00","5207.00","1855518.00","1","2010","3","2010","2","05","31"
"2010-05-31","Marketable","Bonds","789717.00","4015.00","793731.00","3","2010","3","2010","2","05","31"
"2010-05-31","Marketable","Federal Financing Bank","0.00","11921.00","11921.00","5","2010","3","2010","2","05","31"
"2010-05-31","Marketable","Treasury Inflation-Protected Securities","563089.00","129.00","563218.00","4","2010","3","2010","2","05","31"
"2010-05-31","Nonmarketable","Hope Bonds","0.00","492.00","492.00","13","2010","3","2010","2","05","31"
"2010-05-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","3","2010","2","05","31"
"2010-05-31","Total Public Debt Outstanding","_","8494419.00","4498120.00","12992539.00","16","2010","3","2010","2","05","31"
"2010-05-31","Marketable","Notes","4731332.00","2670.00","4734001.00","2","2010","3","2010","2","05","31"
"2010-05-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","3","2010","2","05","31"
"2010-06-30","Nonmarketable","State and Local Government Series","204002.00","0.00","204002.00","10","2010","3","2010","2","06","30"
"2010-06-30","Nonmarketable","Hope Bonds","0.00","492.00","492.00","13","2010","3","2010","2","06","30"
"2010-06-30","Marketable","Bonds","802589.00","4217.00","806806.00","3","2010","3","2010","2","06","30"
"2010-06-30","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2010","3","2010","2","06","30"
"2010-06-30","Total Nonmarketable","_","554615.00","4544769.00","5099383.00","15","2010","3","2010","2","06","30"
"2010-06-30","Marketable","Notes","4935131.00","3245.00","4938376.00","2","2010","3","2010","2","06","30"
"2010-06-30","Marketable","Treasury Inflation-Protected Securities","564314.00","148.00","564462.00","4","2010","3","2010","2","06","30"
"2010-06-30","Nonmarketable","United States Savings Securities","189665.00","0.00","189665.00","11","2010","3","2010","2","06","30"
"2010-06-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","3","2010","2","06","30"
"2010-06-30","Nonmarketable","Other","1304.00","0.00","1304.00","14","2010","3","2010","2","06","30"
"2010-06-30","Nonmarketable","Foreign Series","4036.00","0.00","4036.00","8","2010","3","2010","2","06","30"
"2010-06-30","Total Marketable","_","8079066.00","23343.00","8102408.00","6","2010","3","2010","2","06","30"
"2010-06-30","Marketable","Bills","1777032.00","5494.00","1782526.00","1","2010","3","2010","2","06","30"
"2010-06-30","Total Public Debt Outstanding","_","8633680.00","4568111.00","13201792.00","16","2010","3","2010","2","06","30"
"2010-06-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","3","2010","2","06","30"
"2010-06-30","Nonmarketable","Government Account Series","125612.00","4544276.00","4669888.00","12","2010","3","2010","2","06","30"
"2010-07-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","4","2010","3","07","31"
"2010-07-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","4","2010","3","07","31"
"2010-07-31","Total Public Debt Outstanding","_","8702458.00","4535269.00","13237727.00","16","2010","4","2010","3","07","31"
"2010-07-31","Total Marketable","_","8155950.00","22902.00","8178852.00","6","2010","4","2010","3","07","31"
"2010-07-31","Nonmarketable","State and Local Government Series","195589.00","0.00","195589.00","10","2010","4","2010","3","07","31"
"2010-07-31","Marketable","Treasury Inflation-Protected Securities","576701.00","210.00","576911.00","4","2010","4","2010","3","07","31"
"2010-07-31","Nonmarketable","Other","1355.00","0.00","1355.00","14","2010","4","2010","3","07","31"
"2010-07-31","Total Nonmarketable","_","546507.00","4512367.00","5058875.00","15","2010","4","2010","3","07","31"
"2010-07-31","Nonmarketable","United States Savings Securities","189420.00","0.00","189420.00","11","2010","4","2010","3","07","31"
"2010-07-31","Nonmarketable","Government Account Series","126761.00","4511875.00","4638636.00","12","2010","4","2010","3","07","31"
"2010-07-31","Nonmarketable","Foreign Series","3386.00","0.00","3386.00","8","2010","4","2010","3","07","31"
"2010-07-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","13","2010","4","2010","3","07","31"
"2010-07-31","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2010","4","2010","3","07","31"
"2010-07-31","Marketable","Bills","1785129.00","5374.00","1790503.00","1","2010","4","2010","3","07","31"
"2010-07-31","Marketable","Bonds","815696.00","4113.00","819809.00","3","2010","4","2010","3","07","31"
"2010-07-31","Marketable","Notes","4978425.00","2965.00","4981390.00","2","2010","4","2010","3","07","31"
"2010-08-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","4","2010","3","08","31"
"2010-08-31","Total Nonmarketable","_","545372.00","4499817.00","5045189.00","15","2010","4","2010","3","08","31"
"2010-08-31","Marketable","Bills","1820104.00","5414.00","1825518.00","1","2010","4","2010","3","08","31"
"2010-08-31","Total Public Debt Outstanding","_","8927061.00","4522591.00","13449653.00","16","2010","4","2010","3","08","31"
"2010-08-31","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2010","4","2010","3","08","31"
"2010-08-31","Nonmarketable","Foreign Series","4186.00","0.00","4186.00","8","2010","4","2010","3","08","31"
"2010-08-31","Nonmarketable","United States Savings Securities","189040.00","0.00","189040.00","11","2010","4","2010","3","08","31"
"2010-08-31","Total Marketable","_","8381689.00","22774.00","8404464.00","6","2010","4","2010","3","08","31"
"2010-08-31","Marketable","Notes","5145381.00","2919.00","5148300.00","2","2010","4","2010","3","08","31"
"2010-08-31","Marketable","Treasury Inflation-Protected Securities","583429.00","210.00","583639.00","4","2010","4","2010","3","08","31"
"2010-08-31","Nonmarketable","Government Account Series","128131.00","4499324.00","4627455.00","12","2010","4","2010","3","08","31"
"2010-08-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2010","4","2010","3","08","31"
"2010-08-31","Marketable","Bonds","832775.00","3992.00","836767.00","3","2010","4","2010","3","08","31"
"2010-08-31","Nonmarketable","State and Local Government Series","192658.00","0.00","192658.00","10","2010","4","2010","3","08","31"
"2010-08-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","13","2010","4","2010","3","08","31"
"2010-08-31","Nonmarketable","Other","1362.00","0.00","1362.00","14","2010","4","2010","3","08","31"
"2010-09-30","Nonmarketable","Other","1340.00","0.00","1340.00","14","2010","4","2010","3","09","30"
"2010-09-30","Nonmarketable","Hope Bonds","0.00","493.00","493.00","13","2010","4","2010","3","09","30"
"2010-09-30","Nonmarketable","United States Savings Securities","188796.00","0.00","188796.00","11","2010","4","2010","3","09","30"
"2010-09-30","Marketable","Bills","1783675.00","4778.00","1788453.00","1","2010","4","2010","3","09","30"
"2010-09-30","Nonmarketable","State and Local Government Series","193208.00","0.00","193208.00","10","2010","4","2010","3","09","30"
"2010-09-30","Total Nonmarketable","_","546880.00","4516418.00","5063298.00","15","2010","4","2010","3","09","30"
"2010-09-30","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2010","4","2010","3","09","30"
"2010-09-30","Nonmarketable","Government Account Series","129355.00","4515925.00","4645280.00","12","2010","4","2010","3","09","30"
"2010-09-30","Total Public Debt Outstanding","_","9022808.00","4538815.00","13561623.00","16","2010","4","2010","3","09","30"
"2010-09-30","Nonmarketable","R.E.A. Series","0.00","0.00","0.00","9","2010","4","2010","3","09","30"
"2010-09-30","Total Marketable","_","8475928.00","22397.00","8498325.00","6","2010","4","2010","3","09","30"
"2010-09-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2010","4","2010","3","09","30"
"2010-09-30","Marketable","Treasury Inflation-Protected Securities","593614.00","225.00","593840.00","4","2010","4","2010","3","09","30"
"2010-09-30","Marketable","Notes","5252585.00","3301.00","5255886.00","2","2010","4","2010","3","09","30"
"2010-09-30","Marketable","Bonds","846054.00","3853.00","849908.00","3","2010","4","2010","3","09","30"
"2010-09-30","Nonmarketable","Foreign Series","4186.00","0.00","4186.00","8","2010","4","2010","3","09","30"
"2010-10-31","Nonmarketable","Government Account Series","129594.00","4576793.00","4706387.00","11","2011","1","2010","4","10","31"
"2010-10-31","Marketable","Bills","1764088.00","4372.00","1768460.00","1","2011","1","2010","4","10","31"
"2010-10-31","Nonmarketable","State and Local Government Series","195009.00","0.00","195009.00","9","2011","1","2010","4","10","31"
"2010-10-31","Marketable","Notes","5293330.00","3015.00","5296345.00","2","2011","1","2010","4","10","31"
"2010-10-31","Total Marketable","_","8521058.00","21661.00","8542719.00","6","2011","1","2010","4","10","31"
"2010-10-31","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2011","1","2010","4","10","31"
"2010-10-31","Nonmarketable","Foreign Series","4186.00","0.00","4186.00","8","2011","1","2010","4","10","31"
"2010-10-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","1","2010","4","10","31"
"2010-10-31","Marketable","Bonds","859206.00","3816.00","863022.00","3","2011","1","2010","4","10","31"
"2010-10-31","Marketable","Treasury Inflation-Protected Securities","604435.00","219.00","604653.00","4","2011","1","2010","4","10","31"
"2010-10-31","Nonmarketable","Other","1363.00","0.00","1363.00","13","2011","1","2010","4","10","31"
"2010-10-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","1","2010","4","10","31"
"2010-10-31","Total Public Debt Outstanding","_","9069879.00","4598946.00","13668825.00","15","2011","1","2010","4","10","31"
"2010-10-31","Nonmarketable","United States Savings Securities","188674.00","0.00","188674.00","10","2011","1","2010","4","10","31"
"2010-10-31","Total Nonmarketable","_","548821.00","4577286.00","5126106.00","14","2011","1","2010","4","10","31"
"2010-11-30","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","1","2010","4","11","30"
"2010-11-30","Total Nonmarketable","_","548133.00","4564355.00","5112487.00","14","2011","1","2010","4","11","30"
"2010-11-30","Nonmarketable","United States Savings Securities","188401.00","0.00","188401.00","10","2011","1","2010","4","11","30"
"2010-11-30","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2011","1","2010","4","11","30"
"2010-11-30","Nonmarketable","Other","1336.00","0.00","1336.00","13","2011","1","2010","4","11","30"
"2010-11-30","Nonmarketable","Government Account Series","130034.00","4563862.00","4693896.00","11","2011","1","2010","4","11","30"
"2010-11-30","Marketable","Notes","5464887.00","2901.00","5467788.00","2","2011","1","2010","4","11","30"
"2010-11-30","Marketable","Bonds","875646.00","3805.00","879451.00","3","2011","1","2010","4","11","30"
"2010-11-30","Total Public Debt Outstanding","_","9275025.00","4585749.00","13860774.00","15","2011","1","2010","4","11","30"
"2010-11-30","Nonmarketable","State and Local Government Series","194181.00","0.00","194181.00","9","2011","1","2010","4","11","30"
"2010-11-30","Nonmarketable","Foreign Series","4186.00","0.00","4186.00","8","2011","1","2010","4","11","30"
"2010-11-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","1","2010","4","11","30"
"2010-11-30","Total Marketable","_","8726892.00","21394.00","8748286.00","6","2011","1","2010","4","11","30"
"2010-11-30","Marketable","Bills","1771238.00","4218.00","1775456.00","1","2011","1","2010","4","11","30"
"2010-11-30","Marketable","Treasury Inflation-Protected Securities","615121.00","232.00","615353.00","4","2011","1","2010","4","11","30"
"2010-12-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","1","2010","4","12","31"
"2010-12-31","Marketable","Bills","1768931.00","3597.00","1772528.00","1","2011","1","2010","4","12","31"
"2010-12-31","Nonmarketable","United States Savings Securities","188007.00","0.00","188007.00","10","2011","1","2010","4","12","31"
"2010-12-31","Total Marketable","_","8841411.00","21850.00","8863261.00","6","2011","1","2010","4","12","31"
"2010-12-31","Nonmarketable","Government Account Series","132852.00","4612397.00","4745249.00","11","2011","1","2010","4","12","31"
"2010-12-31","Total Public Debt Outstanding","_","9390476.00","4634739.00","14025215.00","15","2011","1","2010","4","12","31"
"2010-12-31","Marketable","Bonds","888429.00","4211.00","892640.00","3","2011","1","2010","4","12","31"
"2010-12-31","Nonmarketable","Other","1297.00","0.00","1297.00","13","2011","1","2010","4","12","31"
"2010-12-31","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2011","1","2010","4","12","31"
"2010-12-31","Marketable","Treasury Inflation-Protected Securities","615851.00","255.00","616106.00","4","2011","1","2010","4","12","31"
"2010-12-31","Marketable","Notes","5568201.00","3548.00","5571749.00","2","2011","1","2010","4","12","31"
"2010-12-31","Nonmarketable","State and Local Government Series","192928.00","0.00","192928.00","9","2011","1","2010","4","12","31"
"2010-12-31","Nonmarketable","Foreign Series","3986.00","0.00","3986.00","8","2011","1","2010","4","12","31"
"2010-12-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","1","2010","4","12","31"
"2010-12-31","Total Nonmarketable","_","549065.00","4612890.00","5161955.00","14","2011","1","2010","4","12","31"
"2011-01-31","Total Marketable","_","8942856.00","21849.00","8964705.00","6","2011","2","2011","1","01","31"
"2011-01-31","Marketable","Bonds","901967.00","3958.00","905925.00","3","2011","2","2011","1","01","31"
"2011-01-31","Marketable","Treasury Inflation-Protected Securities","615625.00","188.00","615814.00","4","2011","2","2011","1","01","31"
"2011-01-31","Total Public Debt Outstanding","_","9485417.00","4645634.00","14131051.00","15","2011","2","2011","1","01","31"
"2011-01-31","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2011","2","2011","1","01","31"
"2011-01-31","Marketable","Notes","5668644.00","3540.00","5672184.00","2","2011","2","2011","1","01","31"
"2011-01-31","Nonmarketable","State and Local Government Series","187213.00","0.00","187213.00","9","2011","2","2011","1","01","31"
"2011-01-31","Nonmarketable","Other","1293.00","0.00","1293.00","13","2011","2","2011","1","01","31"
"2011-01-31","Total Nonmarketable","_","542561.00","4623785.00","5166346.00","14","2011","2","2011","1","01","31"
"2011-01-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","2","2011","1","01","31"
"2011-01-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","2","2011","1","01","31"
"2011-01-31","Nonmarketable","Government Account Series","132537.00","4623292.00","4755829.00","11","2011","2","2011","1","01","31"
"2011-01-31","Nonmarketable","Foreign Series","3986.00","0.00","3986.00","8","2011","2","2011","1","01","31"
