"race_unique","office_type_fin","place","area","term","cntyname","date","office","recode_offname","total_votes","n_to_vote_for","n_candidates","n_incumb","n_incumb_per_office","n_candidates_per_office","n_open_seats","avg_winner","sd_winner","median_winner","lowest_winner","top_loser","loser_margin","loser_margin_pct","loser_difference_median_winner","avg_votes_per_office","entity_name","year","office_pretty"
"2004 200400679","City Council","ADELANTO",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",5305,2,4,2,1,2,0,1453.5,108.187337521542,1453.5,1377,1223,154,0.0290292177191329,0.105951152390781,2652.5,"Adelanto",2004,"City Council"
"2004 200400680","City Council","APPLE VALLEY",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",37614,2,6,2,1,3,0,9366,3225.82113577303,9366,7085,6954,131,0.00348274578614346,0.0139867606235319,18807,"Apple Valley",2004,"City Council"
"2004 200400681","City Council","BARSTOW",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",9351,2,7,2,1,3.5,0,1907.5,556.493036793813,1907.5,1514,1501,13,0.00139022564431612,0.00681520314547837,4675.5,"Barstow",2004,"City Council"
"2004 200400682","City Council","BIG BEAR LAKE",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",4493,2,8,1,0.5,4,1,979.5,255.265548008344,979.5,799,698,101,0.0224794124193189,0.103113833588566,2246.5,"Big Bear Lake",2004,"City Council"
"2004 200400683","City Council","CHINO",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",30160,2,7,2,1,3.5,0,6184.5,528.208765546351,6184.5,5811,3968,1843,0.0611074270557029,0.298003072196621,15080,"Chino",2004,"City Council"
"2004 200400684","City Council","CHINO HILLS",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",40284,2,6,2,1,3,0,11000,596.798123321446,11000,10578,8571,2007,0.0498212689901698,0.182454545454545,20142,"Chino Hills",2004,"City Council"
"2004 200400685","City Council","FONTANA",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",46656,2,3,2,1,1.5,0,18896,1671.600430725,18896,17714,8864,8850,0.18968621399177,0.468353090601185,23328,"Fontana",2004,"City Council"
"2004 200400686","City Council","GRAND TERRACE",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",10025,3,6,2,0.666666666666667,2,1,2229,193.450252002937,2187,2060,1593,467,0.0465835411471322,0.213534522176497,3341.66666666667,"Grand Terrace",2004,"City Council"
"2004 200400687","City Council","HESPERIA",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",31027,2,3,2,1,1.5,0,11036,67.8822509939086,11036,10988,8955,2033,0.065523576240049,0.184215295396883,15513.5,"Hesperia",2004,"City Council"
"2004 200400688","City Council","HIGHLAND",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",20527,2,4,2,1,2,0,6891.5,564.978318168051,6891.5,6492,4021,2471,0.120378038680762,0.358557643473845,10263.5,"Highland",2004,"City Council"
"2004 200400689","City Council","MONTCLAIR",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",10711,2,4,2,1,2,0,3178,169.705627484771,3178,3058,2504,554,0.0517225282419942,0.174323473882945,5355.5,"Montclair",2004,"City Council"
"2004 200400690","City Council","ONTARIO",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",53686,2,11,1,0.5,5.5,1,11263,3829.69032690634,11263,8555,7035,1520,0.0283127817308051,0.134955162922845,26843,"Ontario",2004,"City Council"
"2004 200400691","City Council","RANCHO CUCAMONGA",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",81206,2,6,2,1,3,0,19712.5,47.3761543394987,19712.5,19679,16417,3262,0.0401694456074674,0.165478757133798,40603,"Rancho Cucamonga",2004,"City Council"
"2004 200400692","City Council","RIALTO",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",28076,2,4,1,0.5,2,1,7468,380.423448278363,7468,7199,6660,539,0.0191978914375267,0.0721746116764863,14038,"Rialto",2004,"City Council"
"2004 200400693","City Council","UPLAND",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",23287,1,2,0,0,2,1,13590,NA,13590,13590,9697,3893,0.1671748185683,0.286460632818249,23287,"Upland",2004,"City Council"
"2004 200400694","City Council","VICTORVILLE",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",44077,3,6,3,1,2,0,10700.3333333333,694.456862111199,10396,10210,5762,4448,0.100914309050071,0.427856868026164,14692.3333333333,"Victorville",2004,"City Council"
"2004 200400695","City Council","YUCCA VALLEY",NA,"Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",11216,2,5,1,0.5,2.5,1,3084,280.014285349873,3084,2886,2181,705,0.0628566333808844,0.228599221789883,5608,"Yucca Valley",2004,"City Council"
"2004 200400696","City Council","COLTON","3","Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",1193,1,1,1,1,1,0,1193,NA,1193,1193,NA,NA,NA,NA,1193,"Colton",2004,"City Council"
"2004 200400697","City Council","COLTON","5","Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",1767,1,1,1,1,1,0,1767,NA,1767,1767,NA,NA,NA,NA,1767,"Colton",2004,"City Council"
"2004 200400698","City Council","COLTON","6","Full","SAN BERNARDINO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",1297,1,2,0,0,2,1,791,NA,791,791,506,285,0.219737856592136,0.360303413400759,1297,"Colton",2004,"City Council"
"2004 200400706","Mayor","ADELANTO",NA,"Full","SAN BERNARDINO",2004-11-02,"MAYOR","OTHER CITY OFFICE",2861,1,1,0,0,1,1,2861,NA,2861,2861,NA,NA,NA,NA,2861,"Adelanto",2004,"Mayor"
"2004 200400707","Mayor","BARSTOW",NA,"Full","SAN BERNARDINO",2004-11-02,"MAYOR","OTHER CITY OFFICE",5378,1,5,2,2,5,-1,2323,NA,2323,2323,1173,1150,0.213834139085162,0.495049504950495,5378,"Barstow",2004,"Mayor"
"2004 200400708","Mayor","CHINO",NA,"Full","SAN BERNARDINO",2004-11-02,"MAYOR","OTHER CITY OFFICE",17563,1,2,1,1,2,0,12184,NA,12184,12184,5379,6805,0.387462278653989,0.558519369665135,17563,"Chino",2004,"Mayor"
"2004 200400709","Mayor","RIALTO",NA,"Full","SAN BERNARDINO",2004-11-02,"MAYOR","OTHER CITY OFFICE",19240,1,3,1,1,3,0,7521,NA,7521,7521,7342,179,0.0093035343035343,0.0238000265922085,19240,"Rialto",2004,"Mayor"
"2004 200400710","Mayor","TWENTYNINE PALMS",NA,"Full","SAN BERNARDINO",2004-11-02,"MAYOR","OTHER CITY OFFICE",16855,1,3,0,0,3,1,13000,NA,13000,13000,1942,11058,0.656066449124889,0.850615384615385,16855,"Twentynine Palms",2004,"Mayor"
"2004 200400711","Mayor","UPLAND",NA,"Full","SAN BERNARDINO",2004-11-02,"MAYOR","OTHER CITY OFFICE",25133,1,2,1,1,2,0,13528,NA,13528,13528,11605,1923,0.0765129511001472,0.142149615612064,25133,"Upland",2004,"Mayor"
"2004 200400712","Attorney","SAN DIEGO",NA,"Full","SAN DIEGO",2004-03-02,"CITY ATTORNEY","OTHER CITY OFFICE",227609,1,3,0,0,3,1,59335,NA,59335,59335,NA,NA,NA,NA,227609,"San Diego",2004,"Attorney"
"2004 200400713","City Council","SAN DIEGO","1","Full","SAN DIEGO",2004-03-02,"CITY COUNCIL","CITY COUNCIL",41232,1,3,0,0,3,1,8433,NA,8433,8433,NA,NA,NA,NA,41232,"San Diego",2004,"City Council"
"2004 200400714","City Council","CHULA VISTA","3","Full","SAN DIEGO",2004-03-02,"CITY COUNCIL","CITY COUNCIL",25184,1,1,1,1,1,0,25184,NA,25184,25184,NA,NA,NA,NA,25184,"Chula Vista",2004,"City Council"
"2004 200400715","City Council","SAN DIEGO","3","Full","SAN DIEGO",2004-03-02,"CITY COUNCIL","CITY COUNCIL",26917,1,3,1,1,3,0,16273,NA,16273,16273,8746,7527,0.279637403871159,0.462545320469489,26917,"San Diego",2004,"City Council"
"2004 200400716","City Council","CHULA VISTA","4","Full","SAN DIEGO",2004-03-02,"CITY COUNCIL","CITY COUNCIL",28839,1,5,0,0,5,1,6503,NA,6503,6503,2799,3704,0.128437185755401,0.569583269260341,28839,"Chula Vista",2004,"City Council"
"2004 200400717","City Council","SAN DIEGO","5","Full","SAN DIEGO",2004-03-02,"CITY COUNCIL","CITY COUNCIL",33024,1,1,1,1,1,0,33024,NA,33024,33024,NA,NA,NA,NA,33024,"San Diego",2004,"City Council"
"2004 200400718","City Council","SAN DIEGO","7","Full","SAN DIEGO",2004-03-02,"CITY COUNCIL","CITY COUNCIL",30636,1,2,1,1,2,0,20977,NA,20977,20977,9659,11318,0.369434652043348,0.5395433093388,30636,"San Diego",2004,"City Council"
"2004 200400719","Mayor","SAN DIEGO",NA,"Full","SAN DIEGO",2004-03-02,"MAYOR","OTHER CITY OFFICE",248279,1,4,0,0,4,1,56037,NA,56037,56037,18933,37104,0.149444777850724,0.662133947213448,248279,"San Diego",2004,"Mayor"
"2004 200400720","Attorney","SAN DIEGO",NA,"Full","SAN DIEGO",2004-11-02,"CITY ATTORNEY","OTHER CITY OFFICE",409895,1,2,0,0,2,1,206594,NA,206594,206594,203301,3293,0.00803376474462972,0.0159394754929959,409895,"San Diego",2004,"Attorney"
"2004 200400724","City Council","CARLSBAD",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",69659,2,7,1,0.5,3.5,1,17047,4333.15035511116,17047,13983,12147,1836,0.0263569675131713,0.10770223499736,34829.5,"Carlsbad",2004,"City Council"
"2004 200400725","City Council","CORONADO",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",14467,2,4,1,0.5,2,1,4243.5,772.867711836896,4243.5,3697,3478,219,0.015137900048386,0.0516083421703782,7233.5,"Coronado",2004,"City Council"
"2004 200400726","City Council","DEL MAR",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",6310,3,6,2,0.666666666666667,2,1,1324.33333333333,29.8384539367128,1339,1290,1262,28,0.00443740095087163,0.0209111277072442,2103.33333333333,"Del Mar",2004,"City Council"
"2004 200400727","City Council","EL CAJON",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",65016,3,10,2,0.666666666666667,3.33333333333333,1,11252.6666666667,323.643837162603,11328,10898,8567,2331,0.0358527131782946,0.205773305084746,21672,"El Cajon",2004,"City Council"
"2004 200400728","City Council","ENCINITAS",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",70996,3,8,2,0.666666666666667,2.66666666666667,1,12533.3333333333,694.84122886695,12701,11770,8937,2833,0.0399036565440306,0.223053302889536,23665.3333333333,"Encinitas",2004,"City Council"
"2004 200400729","City Council","ESCONDIDO",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",62058,2,5,1,0.5,2.5,1,17385.5,4001.51727473467,17385.5,14556,13934,622,0.0100228818202327,0.0357769405539099,31029,"Escondido",2004,"City Council"
"2004 200400730","City Council","IMPERIAL BEACH",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",9914,2,4,0,0,2,2,3138.5,82.7314933988261,3138.5,3080,2141,939,0.0947145450877547,0.299187509956986,4957,"Imperial Beach",2004,"City Council"
"2004 200400731","City Council","LA MESA",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",31924,2,3,1,0.5,1.5,1,12506,1574.01969492125,12506,11393,6912,4481,0.140364615962912,0.358308012154166,15962,"La Mesa",2004,"City Council"
"2004 200400732","City Council","NATIONAL CITY",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",16293,2,9,2,1,4.5,0,3773,2330.62395079086,3773,2125,1649,476,0.0292150003068803,0.126159554730983,8146.5,"National City",2004,"City Council"
"2004 200400733","City Council","OCEANSIDE",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",96794,2,8,1,0.5,4,1,21552.5,767.210857587404,21552.5,21010,19040,1970,0.0203525011880902,0.0914047094304605,48397,"Oceanside",2004,"City Council"
"2004 200400734","City Council","POWAY",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",36974,2,8,0,0,4,2,7793,7.07106781186548,7793,7788,6382,1406,0.0380267214799589,0.180418324137046,18487,"Poway",2004,"City Council"
"2004 200400735","City Council","SAN MARCOS",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",36624,2,7,2,1,3.5,0,7971,627.910821693654,7971,7527,6898,629,0.0171745303626038,0.0789110525655501,18312,"San Marcos",2004,"City Council"
"2004 200400736","City Council","SOLANA BEACH",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",15447,3,5,2,0.666666666666667,1.66666666666667,1,3789.66666666667,429.576923650856,4021,3294,2346,948,0.0613711400271897,0.235762248196966,5149,"Solana Beach",2004,"City Council"
"2004 200400737","City Council","VISTA",NA,"Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",38761,2,8,1,0.5,4,1,7902,63.6396103067893,7902,7857,7822,35,0.000902969479631588,0.00442925841559099,19380.5,"Vista",2004,"City Council"
"2004 200400738","City Council","SAN DIEGO","1","Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",69622,1,2,1,1,2,0,38087,NA,38087,38087,31535,6552,0.0941081841946511,0.172027200882191,69622,"San Diego",2004,"City Council"
"2004 200400739","City Council","CHULA VISTA","4","Full","SAN DIEGO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",61174,1,2,0,0,2,1,32593,NA,32593,32593,28581,4012,0.0655834177918724,0.123093915871506,61174,"Chula Vista",2004,"City Council"
"2004 200400743","Mayor","CORONADO",NA,"Full","SAN DIEGO",2004-11-02,"MAYOR","OTHER CITY OFFICE",8658,1,2,1,1,2,0,6111,NA,6111,6111,2547,3564,0.411642411642412,0.583210603829161,8658,"Coronado",2004,"Mayor"
"2004 200400744","Mayor","OCEANSIDE",NA,"Full","SAN DIEGO",2004-11-02,"MAYOR","OTHER CITY OFFICE",56334,1,4,1,1,4,0,22313,NA,22313,22313,21290,1023,0.0181595484077112,0.0458477120960875,56334,"Oceanside",2004,"Mayor"
"2004 200400745","Mayor","SAN DIEGO",NA,"Full","SAN DIEGO",2004-11-02,"MAYOR","OTHER CITY OFFICE",299843,1,2,1,1,2,0,157959,NA,157959,157959,141884,16075,0.0536113899607461,0.101766914199254,299843,"San Diego",2004,"Mayor"
"2004 200400746","City Council","STOCKTON","2","Full","SAN JOAQUIN",2004-03-04,"CITY COUNCIL","CITY COUNCIL",5466,1,3,0,0,3,1,1031,NA,1031,1031,NA,NA,NA,NA,5466,"Stockton",2004,"City Council"
"2004 200400747","City Council","STOCKTON","4","Full","SAN JOAQUIN",2004-03-04,"CITY COUNCIL","CITY COUNCIL",6472,1,3,0,0,3,1,860,NA,860,860,NA,NA,NA,NA,6472,"Stockton",2004,"City Council"
"2004 200400748","City Council","STOCKTON","6","Full","SAN JOAQUIN",2004-03-04,"CITY COUNCIL","CITY COUNCIL",4546,1,6,0,0,6,1,931,NA,931,931,789,142,0.031236251649802,0.152524167561762,4546,"Stockton",2004,"City Council"
"2004 200400749","Mayor","STOCKTON",NA,"Full","SAN JOAQUIN",2004-03-04,"MAYOR","OTHER CITY OFFICE",38436,1,4,0,0,4,1,20052,NA,20052,20052,15037,5015,0.130476636486627,0.250099740674247,38436,"Stockton",2004,"Mayor"
"2004 200400751","City Council","ESCALON",NA,"Full","SAN JOAQUIN",2004-11-02,"CITY COUNCIL","CITY COUNCIL",3192,2,3,2,1,1.5,0,1125,172.534054609518,1125,1003,942,61,0.0191102756892231,0.0542222222222222,1596,"Escalon",2004,"City Council"
"2004 200400752","City Council","LODI",NA,"Full","SAN JOAQUIN",2004-11-02,"CITY COUNCIL","CITY COUNCIL",34833,2,5,0,0,2.5,2,10065.5,266.579256507328,10065.5,9877,6507,3370,0.0967473372950937,0.334807014057921,17416.5,"Lodi",2004,"City Council"
"2004 200400753","City Council","MANTECA",NA,"Full","SAN JOAQUIN",2004-11-02,"CITY COUNCIL","CITY COUNCIL",20387,2,2,2,1,1,0,10193.5,460.326514552442,10193.5,9868,NA,NA,NA,NA,10193.5,"Manteca",2004,"City Council"
"2004 200400754","City Council","RIPON",NA,"Full","SAN JOAQUIN",2004-11-02,"CITY COUNCIL","CITY COUNCIL",12475,3,5,3,1,1.66666666666667,0,2654.66666666667,392.250345230356,2571,2311,2272,39,0.00312625250501002,0.015169194865811,4158.33333333333,"Ripon",2004,"City Council"
"2004 200400755","City Council","TRACY",NA,"Full","SAN JOAQUIN",2004-11-02,"CITY COUNCIL","CITY COUNCIL",35792,2,9,2,1,4.5,0,6417,390.322943214974,6417,6141,5568,573,0.0160091640590076,0.0892940626460963,17896,"Tracy",2004,"City Council"
"2004 200400756","City Council","STOCKTON","2","Full","SAN JOAQUIN",2004-11-02,"CITY COUNCIL","CITY COUNCIL",61811,1,2,0,0,2,1,37653,NA,37653,37653,24158,13495,0.218326835029364,0.358404376809285,61811,"Stockton",2004,"City Council"
"2004 200400757","City Council","STOCKTON","4","Full","SAN JOAQUIN",2004-11-02,"CITY COUNCIL","CITY COUNCIL",64917,1,2,0,0,2,1,35876,NA,35876,35876,29041,6835,0.105288291202613,0.190517337495819,64917,"Stockton",2004,"City Council"
"2004 200400758","City Council","STOCKTON","6","Full","SAN JOAQUIN",2004-11-02,"CITY COUNCIL","CITY COUNCIL",63906,1,2,0,0,2,1,32783,NA,32783,32783,31123,1660,0.0259756517384909,0.0506360003660434,63906,"Stockton",2004,"City Council"
"2004 200400760","Mayor","TRACY",NA,"Full","SAN JOAQUIN",2004-11-02,"MAYOR","OTHER CITY OFFICE",20307,1,3,1,1,3,0,10776,NA,10776,10776,6730,4046,0.199241640813513,0.375463994060876,20307,"Tracy",2004,"Mayor"
"2004 200400763","City Council","ARROYO GRANDE",NA,"Full","SAN LUIS OBISPO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",13453,2,4,0,0,2,2,4504,35.3553390593274,4504,4479,2246,2233,0.165985282093213,0.495781527531083,6726.5,"Arroyo Grande",2004,"City Council"
"2004 200400764","City Council","ATASCADERO",NA,"Full","SAN LUIS OBISPO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",28430,3,5,1,0.333333333333333,1.66666666666667,2,6897.66666666667,772.901891143587,6491,6413,5475,938,0.0329933169187478,0.144507780003081,9476.66666666667,"Atascadero",2004,"City Council"
"2004 200400765","City Council","GROVER BEACH",NA,"Full","SAN LUIS OBISPO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",9547,3,4,1,0.333333333333333,1.33333333333333,2,2590.66666666667,51.7912476518314,2617,2531,1775,756,0.0791871792186027,0.288880397401605,3182.33333333333,"Grover Beach",2004,"City Council"
"2004 200400766","City Council","MORRO BAY",NA,"Full","SAN LUIS OBISPO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",9516,2,5,0,0,2.5,2,2489,72.1248916810278,2489,2438,2381,57,0.00598991172761665,0.0229007633587786,4758,"Morro Bay",2004,"City Council"
"2004 200400767","City Council","PASO ROBLES",NA,"Full","SAN LUIS OBISPO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",15554,2,5,0,0,2.5,2,4383,1308.14754519511,4383,3458,3016,442,0.0284171274270284,0.100844170659366,7777,"Paso Robles",2004,"City Council"
"2004 200400768","City Council","PISMO BEACH",NA,"Full","SAN LUIS OBISPO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",4418,1,4,1,1,4,0,1497,NA,1497,1497,1303,194,0.0439112720688094,0.129592518370073,4418,"Pismo Beach",2004,"City Council"
"2004 200400769","City Council","SAN LUIS OBISPO",NA,"Full","SAN LUIS OBISPO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",34731,2,7,1,0.5,3.5,1,8945.5,1265.01403154273,8945.5,8051,5416,2635,0.0758688203622124,0.294561511374434,17365.5,"San Luis Obispo",2004,"City Council"
"2004 200400772","Mayor","ARROYO GRANDE",NA,"Full","SAN LUIS OBISPO",2004-11-02,"MAYOR","OTHER CITY OFFICE",8329,1,2,1,1,2,0,6261,NA,6261,6261,2068,4193,0.503421779325249,0.669701325666826,8329,"Arroyo Grande",2004,"Mayor"
"2004 200400773","Mayor","MORRO BAY",NA,"Full","SAN LUIS OBISPO",2004-11-02,"MAYOR","OTHER CITY OFFICE",5711,1,2,1,1,2,0,2920,NA,2920,2920,2791,129,0.0225879880931536,0.0441780821917808,5711,"Morro Bay",2004,"Mayor"
"2004 200400774","Mayor","PASO ROBLES",NA,"Full","SAN LUIS OBISPO",2004-11-02,"MAYOR","OTHER CITY OFFICE",9250,1,1,0,0,1,1,9250,NA,9250,9250,NA,NA,NA,NA,9250,"Paso Robles",2004,"Mayor"
"2004 200400775","Mayor","PISMO BEACH",NA,"Full","SAN LUIS OBISPO",2004-11-02,"MAYOR","OTHER CITY OFFICE",4645,1,4,0,0,4,1,2348,NA,2348,2348,1408,940,0.202368137782562,0.400340715502555,4645,"Pismo Beach",2004,"Mayor"
"2004 200400776","Mayor","SAN LUIS OBISPO",NA,"Full","SAN LUIS OBISPO",2004-11-02,"MAYOR","OTHER CITY OFFICE",21909,1,3,1,1,3,0,11344,NA,11344,11344,6095,5249,0.239581906978867,0.462711565585331,21909,"San Luis Obispo",2004,"Mayor"
"2004 200400777","City Council","ATHERTON",NA,"Full","SAN MATEO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",11211,2,2,2,1,1,0,5605.5,3715.84613513531,5605.5,2978,NA,NA,NA,NA,5605.5,"Atherton",2004,"City Council"
"2004 200400778","City Council","COLMA",NA,"Full","SAN MATEO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",1353,3,5,2,0.666666666666667,1.66666666666667,1,375.666666666667,231.733323743767,252,232,151,81,0.0598669623059867,0.321428571428571,451,"Colma",2004,"City Council"
"2004 200400779","City Council","DALY CITY",NA,"Full","SAN MATEO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",36699,2,4,0,0,2,2,13197,1452.39732855717,13197,12170,7964,4206,0.114608027466688,0.318708797453967,18349.5,"Daly City",2004,"City Council"
"2004 200400780","City Council","EAST PALO ALTO",NA,"Full","SAN MATEO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",11571,3,9,3,1,3,0,1883.33333333333,203.077161033272,1901,1672,1617,55,0.00475326246651111,0.0289321409784324,3857,"East Palo Alto",2004,"City Council"
"2004 200400781","City Council","EAST PALO ALTO",NA,"Short","SAN MATEO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",4632,1,3,0,0,3,1,2866,NA,2866,2866,975,1891,0.408246977547496,0.659804605722261,4632,"East Palo Alto",2004,"City Council"
"2004 200400782","City Council","MENLO PARK",NA,"Full","SAN MATEO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",22823,2,4,0,0,2,2,5999,541.643794388895,5999,5616,5570,46,0.00201551066906191,0.00766794465744291,11411.5,"Menlo Park",2004,"City Council"
"2004 200400783","City Council","PACIFICA",NA,"Full","SAN MATEO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",27551,2,5,2,1,2.5,0,6258.5,265.165042944955,6258.5,6071,6040,31,0.00112518601865631,0.00495326356155628,13775.5,"Pacifica",2004,"City Council"
"2004 200400785","City Council","BUELLTON",NA,"Full","SANTA BARBARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",3182,2,4,0,0,2,2,974,18.3847763108502,974,961,788,173,0.0543683218101823,0.177618069815195,1591,"Buellton",2004,"City Council"
"2004 200400786","City Council","CARPINTERIA",NA,"Full","SANTA BARBARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",8951,2,4,2,1,2,0,2526.5,190.211724139181,2526.5,2392,1985,407,0.0454697799128589,0.16109242034435,4475.5,"Carpinteria",2004,"City Council"
"2004 200400787","City Council","GOLETA",NA,"Full","SANTA BARBARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",19652,2,3,2,1,1.5,0,6931,1446.74047430768,6931,5908,5790,118,0.00600447791573377,0.0170249603231857,9826,"Goleta",2004,"City Council"
"2004 200400788","City Council","GUADALUPE",NA,"Full","SANTA BARBARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",2273,2,5,0,0,2.5,2,636,260.215295476649,636,452,446,6,0.00263968323801144,0.00943396226415094,1136.5,"Guadalupe",2004,"City Council"
"2004 200400789","City Council","LOMPOC",NA,"Full","SANTA BARBARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",20343,2,6,0,0,3,2,5609,316.783837971573,5609,5385,3245,2140,0.105195890478297,0.381529684435728,10171.5,"Lompoc",2004,"City Council"
"2004 200400790","City Council","SANTA MARIA",NA,"Full","SANTA BARBARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",31213,2,4,0,0,2,2,10987.5,20.5060966544099,10987.5,10973,5287,5686,0.182167686540864,0.517497155858931,15606.5,"Santa Maria",2004,"City Council"
"2004 200400791","City Council","SOLVANG",NA,"Full","SANTA BARBARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",4001,2,4,0,0,2,2,1138.5,68.5893577750951,1138.5,1090,884,206,0.0514871282179455,0.180939833113746,2000.5,"Solvang",2004,"City Council"
"2004 200400793","Mayor","GUADALUPE",NA,"Full","SANTA BARBARA",2004-11-02,"MAYOR","OTHER CITY OFFICE",1426,1,2,0,0,2,1,730,NA,730,730,696,34,0.0238429172510519,0.0465753424657534,1426,"Guadalupe",2004,"Mayor"
"2004 200400794","Mayor","LOMPOC",NA,"Full","SANTA BARBARA",2004-11-02,"MAYOR","OTHER CITY OFFICE",11740,1,2,0,0,2,1,7042,NA,7042,7042,4698,2344,0.199659284497445,0.332859982959387,11740,"Lompoc",2004,"Mayor"
"2004 200400795","Mayor","SANTA MARIA",NA,"Full","SANTA BARBARA",2004-11-02,"MAYOR","OTHER CITY OFFICE",19734,1,2,0,0,2,1,15428,NA,15428,15428,4306,11122,0.56359582446539,0.720897070261862,19734,"Santa Maria",2004,"Mayor"
"2004 200400796","City Council","SAN JOSE","2","Full","SANTA CLARA",2004-03-02,"CITY COUNCIL","CITY COUNCIL",13315,1,2,1,1,2,0,9421,NA,9421,9421,3894,5527,0.415095756665415,0.586668081944592,13315,"San Jose",2004,"City Council"
"2004 200400797","City Council","SAN JOSE","4","Full","SANTA CLARA",2004-03-02,"CITY COUNCIL","CITY COUNCIL",11873,1,2,1,1,2,0,10224,NA,10224,10224,1649,8575,0.722226901372863,0.838712832550861,11873,"San Jose",2004,"City Council"
"2004 200400798","City Council","SAN JOSE","6","Full","SANTA CLARA",2004-03-02,"CITY COUNCIL","CITY COUNCIL",17375,1,2,1,1,2,0,14880,NA,14880,14880,2495,12385,0.712805755395683,0.832325268817204,17375,"San Jose",2004,"City Council"
"2004 200400799","City Council","SAN JOSE","8","Full","SANTA CLARA",2004-03-02,"CITY COUNCIL","CITY COUNCIL",12855,1,1,1,1,1,0,12855,NA,12855,12855,NA,NA,NA,NA,12855,"San Jose",2004,"City Council"
