"COU","Country","INCOMEAW","Income as a percentage of the average wage","AVGRATES","Average tax rates and wedges","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","100","100","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,7.65,,
"USA","United States","100","100","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,7.65,,
"USA","United States","100","100","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,7.65,,
"USA","United States","100","100","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,5.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,5.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,7.65,,
"USA","United States","133","133","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,5.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,5.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,7.65,,
"USA","United States","167","167","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,7.65,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,7,,
"CHL","Chile","67","67","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,7,,
"CHL","Chile","100","100","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,7,,
"CHL","Chile","133","133","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,7,,
"CHL","Chile","167","167","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,7,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,0,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,0,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,1,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,1,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,1,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,1,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,1.75,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,2,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,2,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","67","67","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,0,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,0,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,1,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,1,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,1,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,1,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,1.75,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,2,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,2,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","100","100","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,0,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,0,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,1,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,1,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,1,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,1,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,1.75,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,2,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,2,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","133","133","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,0,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,0,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,1,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,1,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,1,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,1,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,1.75,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,2,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,2,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,1.6,,
"EST","Estonia","167","167","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,1.6,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,7.358679,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,7.381367,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,7.361453,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,6.709632,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,6.830372,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,6.822797,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,5.61661,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,5.906998,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,6.129192,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,5.966408,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,5.978365,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,5.949538,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,5.876104,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,5.732443,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,5.83918,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,5.946533,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,5.980586,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,6.026218,,
"ISR","Israel","67","67","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,6.094102,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,8.131315,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,8.146516,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,8.133174,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2003","2003","PC","Percentage","0","Units",,,7.910953,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2004","2004","PC","Percentage","0","Units",,,8.00175,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2005","2005","PC","Percentage","0","Units",,,7.996674,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2006","2006","PC","Percentage","0","Units",,,7.723129,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2007","2007","PC","Percentage","0","Units",,,7.917689,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2008","2008","PC","Percentage","0","Units",,,8.066559,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2009","2009","PC","Percentage","0","Units",,,7.957493,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2010","2010","PC","Percentage","0","Units",,,7.965504,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2011","2011","PC","Percentage","0","Units",,,7.94619,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2012","2012","PC","Percentage","0","Units",,,7.896989,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2013","2013","PC","Percentage","0","Units",,,7.800737,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2014","2014","PC","Percentage","0","Units",,,7.87225,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2015","2015","PC","Percentage","0","Units",,,7.944177,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2016","2016","PC","Percentage","0","Units",,,7.966993,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2017","2017","PC","Percentage","0","Units",,,7.997566,,
"ISR","Israel","100","100","EMPLOYEE_SSC","Employee SSC","2018","2018","PC","Percentage","0","Units",,,8.043049,,
"ISR","Israel","133","133","EMPLOYEE_SSC","Employee SSC","2000","2000","PC","Percentage","0","Units",,,8.520537,,
"ISR","Israel","133","133","EMPLOYEE_SSC","Employee SSC","2001","2001","PC","Percentage","0","Units",,,8.531967,,
"ISR","Israel","133","133","EMPLOYEE_SSC","Employee SSC","2002","2002","PC","Percentage","0","Units",,,8.521935,,
